setting	seed	status	log_file
01_share_bottom	42	OK	/work/home/maben/project/rec_sys/projects/multi_task_ranking/experiments/eight_settings_dualnode/logs/nodeA_p1_20260401_023144/01_share_bottom_s42.log
01_share_bottom	2027	OK	/work/home/maben/project/rec_sys/projects/multi_task_ranking/experiments/eight_settings_dualnode/logs/nodeA_p1_20260401_023144/01_share_bottom_s2027.log
02_mmoe	42	OK	/work/home/maben/project/rec_sys/projects/multi_task_ranking/experiments/eight_settings_dualnode/logs/nodeA_p1_20260401_023144/02_mmoe_s42.log
02_mmoe	2027	OK	/work/home/maben/project/rec_sys/projects/multi_task_ranking/experiments/eight_settings_dualnode/logs/nodeA_p1_20260401_023144/02_mmoe_s2027.log
03_mmoe_entropy	42	OK	/work/home/maben/project/rec_sys/projects/multi_task_ranking/experiments/eight_settings_dualnode/logs/nodeA_p1_20260401_023144/03_mmoe_entropy_s42.log
03_mmoe_entropy	2027	OK	/work/home/maben/project/rec_sys/projects/multi_task_ranking/experiments/eight_settings_dualnode/logs/nodeA_p1_20260401_023144/03_mmoe_entropy_s2027.log
