setting	seed	status	log_file
01_share_bottom	3407	OK	/work/home/maben/project/rec_sys/projects/multi_task_ranking/experiments/eight_settings_dualnode/logs/extra_seed_p1_20260401_111408/01_share_bottom_s3407.log
